_id,userId,amount,category,description,date
69b91608fc13ae517735bad9,69b9111bfc13ae51dd35bbff,328.06,Bills & Utilities,5270 Mallory Way,10/22/2025
69b91608fc13ae517735bada,69b9111bfc13ae51dd35bc0a,402.86,Food & Dining,8 Fairfield Plaza,4/15/2023
69b91608fc13ae517735badb,69b9111bfc13ae51dd35bbee,13.01,Bills & Utilities,88252 Union Lane,2/9/2024
69b91608fc13ae517735badc,69b9111bfc13ae51dd35bc07,-17.76,Food & Dining,1 Hollow Ridge Street,8/29/2023
69b91608fc13ae517735badd,69b9111bfc13ae51dd35bc1e,422.16,Food & Dining,98 Lyons Avenue,2/11/2024
69b91608fc13ae517735bade,69b9111bfc13ae51dd35bc0c,308.23,Other,616 Northwestern Trail,4/9/2024
69b91608fc13ae517735badf,69b9111bfc13ae51dd35bc1c,448.29,Shopping,0863 Parkside Avenue,6/5/2023
69b91608fc13ae517735bae0,69b9111bfc13ae51dd35bbfe,391.68,Education,1148 Towne Road,12/29/2025
69b91608fc13ae517735bae1,69b9111bfc13ae51dd35bc06,-163.36,Other,59 Heffernan Crossing,2/1/2025
69b91608fc13ae517735bae2,69b9111bfc13ae51dd35bc04,-41.34,Income,2 Manufacturers Court,7/9/2023
69b91608fc13ae517735bae3,69b9111bfc13ae51dd35bc14,282.15,Education,9144 Anhalt Alley,7/26/2023
69b91608fc13ae517735bae4,69b9111bfc13ae51dd35bbfd,52.59,Shopping,114 Carpenter Parkway,5/31/2024
69b91608fc13ae517735bae5,69b9111bfc13ae51dd35bc03,-75.05,Shopping,77 Lawn Parkway,1/20/2026
69b91608fc13ae517735bae6,69b9111bfc13ae51dd35bc18,-105.92,Education,2 Prentice Alley,5/18/2024
69b91608fc13ae517735bae7,69b9111bfc13ae51dd35bbf0,-142.71,Transport,664 Main Street,8/16/2025
69b91608fc13ae517735bae8,69b9111bfc13ae51dd35bc14,400.31,Education,06733 Summerview Way,6/6/2024
69b91608fc13ae517735bae9,69b9111bfc13ae51dd35bc16,19.81,Other,40 Randy Alley,5/26/2025
69b91608fc13ae517735baea,69b9111bfc13ae51dd35bc0b,-60.32,Other,2134 Roxbury Drive,2/23/2026
69b91608fc13ae517735baeb,69b9111bfc13ae51dd35bc1c,292.19,Entertainment,409 Gina Circle,2/23/2026
69b91608fc13ae517735baec,69b9111bfc13ae51dd35bbf0,457,Education,4525 Caliangt Place,1/13/2024
69b91608fc13ae517735baed,69b9111bfc13ae51dd35bc02,337.12,Healthcare,74478 Kings Lane,11/10/2023
69b91608fc13ae517735baee,69b9111bfc13ae51dd35bc03,460.04,Education,583 Nancy Center,11/12/2024
69b91608fc13ae517735baef,69b9111bfc13ae51dd35bc07,375.28,Shopping,96 Longview Terrace,10/2/2025
69b91608fc13ae517735baf0,69b9111bfc13ae51dd35bbee,224.54,Food & Dining,27 Tennessee Street,1/16/2024
69b91608fc13ae517735baf1,69b9111bfc13ae51dd35bbf3,-142.02,Food & Dining,2850 Heffernan Junction,4/12/2024
69b91608fc13ae517735baf2,69b9111bfc13ae51dd35bc18,135.23,Transfer,814 Northport Court,4/15/2025
69b91608fc13ae517735baf3,69b9111bfc13ae51dd35bc0b,-188.3,Entertainment,47 Dixon Court,4/5/2024
69b91608fc13ae517735baf4,69b9111bfc13ae51dd35bc09,179.74,Education,59010 Corben Way,10/11/2023
69b91608fc13ae517735baf5,69b9111bfc13ae51dd35bbff,-135.87,Food & Dining,12 Sunfield Terrace,9/18/2024
69b91608fc13ae517735baf6,69b9111bfc13ae51dd35bc0f,80.91,Bills & Utilities,46 Roth Place,5/30/2023
69b91608fc13ae517735baf7,69b9111bfc13ae51dd35bbf9,439.19,Transport,3846 Nevada Pass,5/7/2025
69b91608fc13ae517735baf8,69b9111bfc13ae51dd35bc08,494.05,Income,44361 Claremont Pass,11/13/2024
69b91608fc13ae517735baf9,69b9111bfc13ae51dd35bc03,-78.65,Bills & Utilities,213 Toban Park,6/30/2024
69b91608fc13ae517735bafa,69b9111bfc13ae51dd35bbf9,365.23,Bills & Utilities,812 Melrose Park,7/10/2023
69b91608fc13ae517735bafb,69b9111bfc13ae51dd35bc00,161.43,Food & Dining,6 Erie Plaza,6/20/2025
69b91608fc13ae517735bafc,69b9111bfc13ae51dd35bbf0,83.1,Shopping,182 Troy Parkway,2/4/2025
69b91608fc13ae517735bafd,69b9111bfc13ae51dd35bc1d,357.91,Education,95 Morning Trail,9/12/2024
69b91608fc13ae517735bafe,69b9111bfc13ae51dd35bbf9,-44.85,Shopping,332 Emmet Pass,12/23/2024
69b91608fc13ae517735baff,69b9111bfc13ae51dd35bbf1,237.36,Entertainment,030 Pearson Crossing,3/15/2025
69b91608fc13ae517735bb00,69b9111bfc13ae51dd35bc0f,437.16,Bills & Utilities,6 Rigney Park,2/20/2024
69b91608fc13ae517735bb01,69b9111bfc13ae51dd35bc0b,-42.28,Food & Dining,332 8th Lane,7/30/2023
69b91608fc13ae517735bb02,69b9111bfc13ae51dd35bc1a,487.96,Income,7 Arrowood Circle,12/20/2025
69b91608fc13ae517735bb03,69b9111bfc13ae51dd35bbf1,-20.2,Shopping,54 Oneill Crossing,5/19/2025
69b91608fc13ae517735bb04,69b9111bfc13ae51dd35bbef,54.9,Education,3 Mitchell Road,3/31/2024
69b91608fc13ae517735bb05,69b9111bfc13ae51dd35bc17,371.96,Entertainment,29 Buell Trail,7/21/2024
69b91608fc13ae517735bb06,69b9111bfc13ae51dd35bc0d,244.65,Shopping,14 Delladonna Plaza,12/17/2024
69b91608fc13ae517735bb07,69b9111bfc13ae51dd35bbf2,113.88,Healthcare,216 Hooker Alley,6/6/2023
69b91608fc13ae517735bb08,69b9111bfc13ae51dd35bc12,-78.96,Healthcare,877 Melrose Center,12/28/2024
69b91608fc13ae517735bb09,69b9111bfc13ae51dd35bbfe,7,Entertainment,433 Waxwing Park,1/31/2026
69b91608fc13ae517735bb0a,69b9111bfc13ae51dd35bbff,400.65,Healthcare,8 Hoard Plaza,1/13/2024
69b91608fc13ae517735bb0b,69b9111bfc13ae51dd35bc00,259.26,Other,444 Debs Center,10/13/2025
69b91608fc13ae517735bb0c,69b9111bfc13ae51dd35bc0b,-18.29,Transfer,25 Parkside Court,3/14/2025
69b91608fc13ae517735bb0d,69b9111bfc13ae51dd35bc1a,71.29,Shopping,589 Forest Dale Alley,7/28/2023
69b91608fc13ae517735bb0e,69b9111bfc13ae51dd35bbfe,44.42,Transport,016 Commercial Trail,8/24/2025
69b91608fc13ae517735bb0f,69b9111bfc13ae51dd35bc0d,376.15,Shopping,5215 Westport Street,11/3/2023
69b91608fc13ae517735bb10,69b9111bfc13ae51dd35bc17,82.75,Other,6 Monica Street,11/2/2023
69b91608fc13ae517735bb11,69b9111bfc13ae51dd35bc10,352.42,Food & Dining,8 5th Trail,7/23/2024
69b91608fc13ae517735bb12,69b9111bfc13ae51dd35bc06,307.11,Healthcare,997 Kedzie Drive,3/30/2023
69b91608fc13ae517735bb13,69b9111bfc13ae51dd35bbf3,197.54,Income,12234 Crest Line Junction,8/14/2023
69b91608fc13ae517735bb14,69b9111bfc13ae51dd35bc09,-97.15,Bills & Utilities,12 Commercial Road,7/10/2023
69b91608fc13ae517735bb15,69b9111bfc13ae51dd35bbf2,73.69,Entertainment,27331 Sheridan Pass,7/16/2025
69b91608fc13ae517735bb16,69b9111bfc13ae51dd35bbfc,99.86,Shopping,3 Basil Road,6/25/2025
69b91608fc13ae517735bb17,69b9111bfc13ae51dd35bc01,122.13,Food & Dining,46 Loftsgordon Court,6/18/2024
69b91608fc13ae517735bb18,69b9111bfc13ae51dd35bbf3,81.63,Education,7879 Rigney Street,5/24/2023
69b91608fc13ae517735bb19,69b9111bfc13ae51dd35bbf1,-131.7,Education,397 Graedel Hill,2/8/2024
69b91608fc13ae517735bb1a,69b9111bfc13ae51dd35bc0b,452.98,Shopping,298 Lawn Street,7/28/2025
69b91608fc13ae517735bb1b,69b9111bfc13ae51dd35bc06,317.77,Food & Dining,84721 Hauk Junction,12/9/2024
69b91608fc13ae517735bb1c,69b9111bfc13ae51dd35bbfd,72.58,Entertainment,2184 Stoughton Circle,1/21/2024
69b91608fc13ae517735bb1d,69b9111bfc13ae51dd35bbf9,-99.57,Education,0283 Harper Avenue,12/5/2025
69b91608fc13ae517735bb1e,69b9111bfc13ae51dd35bc0d,473.89,Other,92123 Monument Place,6/15/2024
69b91608fc13ae517735bb1f,69b9111bfc13ae51dd35bc01,25.56,Other,441 Monterey Pass,12/3/2025
69b91608fc13ae517735bb20,69b9111bfc13ae51dd35bbf8,128.65,Food & Dining,03 Doe Crossing Place,6/15/2025
69b91608fc13ae517735bb21,69b9111bfc13ae51dd35bbf9,186.19,Healthcare,7046 Ridge Oak Terrace,11/10/2024
69b91608fc13ae517735bb22,69b9111bfc13ae51dd35bc15,-188.95,Transfer,919 Helena Lane,3/23/2024
69b91608fc13ae517735bb23,69b9111bfc13ae51dd35bbfc,-29.89,Entertainment,59516 8th Plaza,2/3/2026
69b91608fc13ae517735bb24,69b9111bfc13ae51dd35bbfe,-23.39,Entertainment,28 Harbort Junction,8/21/2025
69b91608fc13ae517735bb25,69b9111bfc13ae51dd35bbf7,355.89,Transport,007 Debs Hill,4/17/2024
69b91608fc13ae517735bb26,69b9111bfc13ae51dd35bbf0,-92.12,Shopping,392 Surrey Drive,11/6/2023
69b91608fc13ae517735bb27,69b9111bfc13ae51dd35bc0d,299.29,Other,505 Carey Road,11/1/2023
69b91608fc13ae517735bb28,69b9111bfc13ae51dd35bc02,-173.7,Healthcare,2543 Vera Point,7/28/2025
69b91608fc13ae517735bb29,69b9111bfc13ae51dd35bc04,333.62,Transport,09881 Memorial Street,6/18/2024
69b91608fc13ae517735bb2a,69b9111bfc13ae51dd35bbf6,-22.18,Food & Dining,4335 Waxwing Terrace,5/12/2024
69b91608fc13ae517735bb2b,69b9111bfc13ae51dd35bc11,405.7,Income,52 Kenwood Point,9/9/2023
69b91608fc13ae517735bb2c,69b9111bfc13ae51dd35bc08,35.41,Other,770 Shasta Street,2/19/2026
69b91608fc13ae517735bb2d,69b9111bfc13ae51dd35bbf1,377.71,Transport,99 Eggendart Court,2/7/2026
69b91608fc13ae517735bb2e,69b9111bfc13ae51dd35bbfe,304.72,Other,606 Prentice Junction,3/3/2026
69b91608fc13ae517735bb2f,69b9111bfc13ae51dd35bc03,57.88,Other,15236 Iowa Parkway,9/14/2023
69b91608fc13ae517735bb30,69b9111bfc13ae51dd35bc1c,-71.08,Healthcare,565 Farwell Crossing,10/4/2025
69b91608fc13ae517735bb31,69b9111bfc13ae51dd35bc00,-27.12,Entertainment,7506 Division Circle,4/6/2023
69b91608fc13ae517735bb32,69b9111bfc13ae51dd35bbff,67.06,Healthcare,55 Division Place,4/9/2023
69b91608fc13ae517735bb33,69b9111bfc13ae51dd35bbf1,201.72,Bills & Utilities,68 Ramsey Lane,2/5/2025
69b91608fc13ae517735bb34,69b9111bfc13ae51dd35bbfc,-79.59,Transfer,96 Toban Street,9/3/2024
69b91608fc13ae517735bb35,69b9111bfc13ae51dd35bc1f,225.2,Education,7 Dexter Road,12/8/2023
69b91608fc13ae517735bb36,69b9111bfc13ae51dd35bc06,473.65,Shopping,92 Hintze Park,12/13/2025
69b91608fc13ae517735bb37,69b9111bfc13ae51dd35bbf1,126.81,Healthcare,1 North Terrace,11/15/2025
69b91608fc13ae517735bb38,69b9111bfc13ae51dd35bc11,421.68,Food & Dining,595 Hanson Court,8/8/2025
69b91608fc13ae517735bb39,69b9111bfc13ae51dd35bc11,361.46,Food & Dining,2 Randy Point,1/26/2024
69b91608fc13ae517735bb3a,69b9111bfc13ae51dd35bc08,407.42,Transfer,58847 Jackson Park,10/5/2023
69b91608fc13ae517735bb3b,69b9111bfc13ae51dd35bc18,-28.52,Income,50218 Pond Point,7/29/2023
69b91608fc13ae517735bb3c,69b9111bfc13ae51dd35bc1a,395.82,Transfer,03 Laurel Hill,10/21/2024
69b91608fc13ae517735bb3d,69b9111bfc13ae51dd35bc0a,-173.93,Healthcare,27 Kinsman Avenue,11/8/2024
69b91608fc13ae517735bb3e,69b9111bfc13ae51dd35bc14,28.97,Shopping,51969 Lotheville Trail,8/14/2025
69b91608fc13ae517735bb3f,69b9111bfc13ae51dd35bc1c,14.36,Income,658 Hoffman Court,11/27/2023
69b91608fc13ae517735bb40,69b9111bfc13ae51dd35bc17,205.73,Food & Dining,804 Warrior Lane,1/4/2025
69b91608fc13ae517735bb41,69b9111bfc13ae51dd35bbf6,416.72,Transport,91500 Canary Trail,7/21/2024
69b91608fc13ae517735bb42,69b9111bfc13ae51dd35bbfd,141.2,Education,02 Fordem Drive,2/10/2025
69b91608fc13ae517735bb43,69b9111bfc13ae51dd35bc1f,170.88,Healthcare,30 Spenser Trail,2/6/2024
69b91608fc13ae517735bb44,69b9111bfc13ae51dd35bbff,-161.49,Healthcare,426 Helena Place,6/15/2024
69b91608fc13ae517735bb45,69b9111bfc13ae51dd35bc1a,-88.54,Income,54 Schiller Hill,6/4/2025
69b91608fc13ae517735bb46,69b9111bfc13ae51dd35bc06,302.08,Healthcare,539 Charing Cross Junction,2/19/2026
69b91608fc13ae517735bb47,69b9111bfc13ae51dd35bbff,174.93,Entertainment,91308 Union Place,11/11/2024
69b91608fc13ae517735bb48,69b9111bfc13ae51dd35bbf5,-155.04,Healthcare,20115 Crowley Crossing,8/22/2023
69b91608fc13ae517735bb49,69b9111bfc13ae51dd35bbee,-107.36,Shopping,4868 Corben Avenue,5/21/2024
69b91608fc13ae517735bb4a,69b9111bfc13ae51dd35bc1e,-31.71,Bills & Utilities,295 Clemons Lane,3/5/2025
69b91608fc13ae517735bb4b,69b9111bfc13ae51dd35bc0e,272.34,Healthcare,2982 Express Terrace,7/18/2024
69b91608fc13ae517735bb4c,69b9111bfc13ae51dd35bc05,67.65,Income,16783 Bayside Crossing,6/7/2023
69b91608fc13ae517735bb4d,69b9111bfc13ae51dd35bc12,448.5,Shopping,381 Lakewood Gardens Center,4/17/2023
69b91608fc13ae517735bb4e,69b9111bfc13ae51dd35bc14,-101.05,Income,1 Vidon Alley,1/31/2026
69b91608fc13ae517735bb4f,69b9111bfc13ae51dd35bc13,120.34,Transfer,7149 Marcy Alley,9/26/2024
69b91608fc13ae517735bb50,69b9111bfc13ae51dd35bbf0,-167.42,Other,50210 Kropf Lane,4/17/2024
69b91608fc13ae517735bb51,69b9111bfc13ae51dd35bc09,449.12,Transfer,04307 Stoughton Point,11/14/2023
69b91608fc13ae517735bb52,69b9111bfc13ae51dd35bc14,23.32,Food & Dining,29785 Northland Pass,2/15/2024
69b91608fc13ae517735bb53,69b9111bfc13ae51dd35bc1c,465.95,Transfer,98 Northfield Lane,9/4/2023
69b91608fc13ae517735bb54,69b9111bfc13ae51dd35bc18,-142.01,Education,2786 Buell Park,4/5/2023
69b91608fc13ae517735bb55,69b9111bfc13ae51dd35bbfa,123.42,Shopping,6610 Gerald Terrace,10/11/2023
69b91608fc13ae517735bb56,69b9111bfc13ae51dd35bc1a,484.42,Bills & Utilities,83 Artisan Circle,4/15/2024
69b91608fc13ae517735bb57,69b9111bfc13ae51dd35bc1d,-118.34,Transfer,62 Almo Road,2/3/2024
69b91608fc13ae517735bb58,69b9111bfc13ae51dd35bc14,88.7,Other,8 Steensland Junction,10/5/2025
69b91608fc13ae517735bb59,69b9111bfc13ae51dd35bc1e,-13.56,Other,2 Norway Maple Junction,11/16/2024
69b91608fc13ae517735bb5a,69b9111bfc13ae51dd35bc1d,376.12,Income,0422 Fair Oaks Avenue,12/12/2025
69b91608fc13ae517735bb5b,69b9111bfc13ae51dd35bc11,419.76,Bills & Utilities,993 Valley Edge Terrace,12/3/2024
69b91608fc13ae517735bb5c,69b9111bfc13ae51dd35bbf7,300.99,Food & Dining,46 Towne Terrace,10/15/2025
69b91608fc13ae517735bb5d,69b9111bfc13ae51dd35bbf2,260.1,Transfer,000 Mallard Parkway,1/19/2024
69b91608fc13ae517735bb5e,69b9111bfc13ae51dd35bc05,-150.43,Bills & Utilities,982 Duke Road,10/7/2024
69b91608fc13ae517735bb5f,69b9111bfc13ae51dd35bc16,116.81,Entertainment,4 Mariners Cove Road,8/19/2024
69b91608fc13ae517735bb60,69b9111bfc13ae51dd35bc0c,448.98,Healthcare,4334 Northfield Lane,5/27/2025
69b91608fc13ae517735bb61,69b9111bfc13ae51dd35bbfd,286.01,Other,00415 Tennyson Hill,2/14/2025
69b91608fc13ae517735bb62,69b9111bfc13ae51dd35bbf2,266.07,Income,1070 Sutteridge Drive,5/22/2023
69b91608fc13ae517735bb63,69b9111bfc13ae51dd35bbf9,-170.54,Healthcare,58766 Hansons Court,9/20/2024
69b91608fc13ae517735bb64,69b9111bfc13ae51dd35bbf0,464.13,Food & Dining,677 Lakewood Terrace,7/12/2025
69b91608fc13ae517735bb65,69b9111bfc13ae51dd35bc11,492.16,Other,62 Corscot Lane,9/20/2025
69b91608fc13ae517735bb66,69b9111bfc13ae51dd35bc10,472.62,Transfer,4725 Lindbergh Avenue,9/8/2023
69b91608fc13ae517735bb67,69b9111bfc13ae51dd35bc19,477.53,Transfer,2 Buena Vista Avenue,10/28/2025
69b91608fc13ae517735bb68,69b9111bfc13ae51dd35bc14,497.71,Bills & Utilities,79731 Manley Pass,5/23/2024
69b91608fc13ae517735bb69,69b9111bfc13ae51dd35bbf9,338.34,Education,1124 Porter Hill,1/2/2024
69b91608fc13ae517735bb6a,69b9111bfc13ae51dd35bc10,-8.53,Food & Dining,98 Warrior Street,7/11/2025
69b91608fc13ae517735bb6b,69b9111bfc13ae51dd35bbfe,-26.82,Other,67426 Bluestem Pass,6/8/2025
69b91608fc13ae517735bb6c,69b9111bfc13ae51dd35bc1c,-99.21,Income,68 Annamark Alley,1/4/2026
69b91608fc13ae517735bb6d,69b9111bfc13ae51dd35bbf4,-16.44,Shopping,603 Reinke Road,5/28/2025
69b91608fc13ae517735bb6e,69b9111bfc13ae51dd35bc08,385.59,Bills & Utilities,3441 Bunting Pass,7/28/2024
69b91608fc13ae517735bb6f,69b9111bfc13ae51dd35bbfe,295.53,Other,29796 Arrowood Road,1/6/2024
69b91608fc13ae517735bb70,69b9111bfc13ae51dd35bc16,229.03,Transfer,4 Brickson Park Plaza,12/5/2025
69b91608fc13ae517735bb71,69b9111bfc13ae51dd35bc06,-8.96,Income,58807 Ilene Alley,1/7/2024
69b91608fc13ae517735bb72,69b9111bfc13ae51dd35bc15,-163.78,Shopping,371 Hauk Way,8/16/2024
69b91608fc13ae517735bb73,69b9111bfc13ae51dd35bc18,189.8,Transfer,346 Artisan Alley,1/8/2026
69b91608fc13ae517735bb74,69b9111bfc13ae51dd35bc02,-189.53,Transport,43 Mesta Hill,6/3/2024
69b91608fc13ae517735bb75,69b9111bfc13ae51dd35bc17,312.66,Healthcare,54 South Drive,5/29/2024
69b91608fc13ae517735bb76,69b9111bfc13ae51dd35bc1f,-193.59,Bills & Utilities,7396 Blue Bill Park Circle,12/21/2025
69b91608fc13ae517735bb77,69b9111bfc13ae51dd35bbf1,-169.12,Other,409 Express Terrace,3/29/2024
69b91608fc13ae517735bb78,69b9111bfc13ae51dd35bc04,-191.75,Income,6582 Hanover Lane,5/30/2024
69b91608fc13ae517735bb79,69b9111bfc13ae51dd35bc0c,-198.79,Other,408 Mallard Court,8/1/2023
69b91608fc13ae517735bb7a,69b9111bfc13ae51dd35bbf7,276.88,Healthcare,3907 Ridgeview Parkway,3/28/2024
69b91608fc13ae517735bb7b,69b9111bfc13ae51dd35bc04,-181.51,Transport,7673 Daystar Hill,5/18/2025
69b91608fc13ae517735bb7c,69b9111bfc13ae51dd35bc0c,337.89,Transfer,0 Sachs Street,4/18/2023
69b91608fc13ae517735bb7d,69b9111bfc13ae51dd35bbef,201.03,Shopping,6 Dapin Trail,4/10/2023
69b91608fc13ae517735bb7e,69b9111bfc13ae51dd35bc1d,-135.88,Education,8 Vernon Plaza,8/21/2023
69b91608fc13ae517735bb7f,69b9111bfc13ae51dd35bbf2,484.63,Shopping,393 Holmberg Avenue,3/15/2024
69b91608fc13ae517735bb80,69b9111bfc13ae51dd35bbf6,251.24,Transfer,97736 Carey Alley,10/16/2024
69b91608fc13ae517735bb81,69b9111bfc13ae51dd35bc03,-133.8,Entertainment,8720 Cherokee Lane,9/16/2023
69b91608fc13ae517735bb82,69b9111bfc13ae51dd35bc0b,401.11,Other,55 Barby Court,4/25/2025
69b91608fc13ae517735bb83,69b9111bfc13ae51dd35bc11,-111.39,Income,23333 Haas Trail,4/7/2024
69b91608fc13ae517735bb84,69b9111bfc13ae51dd35bbf1,117.27,Transfer,32773 Pine View Park,3/18/2023
69b91608fc13ae517735bb85,69b9111bfc13ae51dd35bc1d,263.4,Entertainment,63526 Buena Vista Park,4/17/2023
69b91608fc13ae517735bb86,69b9111bfc13ae51dd35bc05,-147.69,Entertainment,040 Bay Lane,7/15/2024
69b91608fc13ae517735bb87,69b9111bfc13ae51dd35bc15,440.26,Bills & Utilities,99 Carioca Terrace,4/17/2024
69b91608fc13ae517735bb88,69b9111bfc13ae51dd35bbff,192.03,Bills & Utilities,9 Hudson Court,5/15/2025
69b91608fc13ae517735bb89,69b9111bfc13ae51dd35bc1b,-108.2,Bills & Utilities,5 Northwestern Terrace,3/16/2026
69b91608fc13ae517735bb8a,69b9111bfc13ae51dd35bbfa,37.81,Transport,44 Sherman Court,12/31/2024
69b91608fc13ae517735bb8b,69b9111bfc13ae51dd35bbfe,288.69,Other,5299 Darwin Point,1/12/2024
69b91608fc13ae517735bb8c,69b9111bfc13ae51dd35bbf8,64.54,Healthcare,0 Shelley Drive,2/24/2024
69b91608fc13ae517735bb8d,69b9111bfc13ae51dd35bc0d,488.51,Transport,59348 Arapahoe Park,2/11/2026
69b91608fc13ae517735bb8e,69b9111bfc13ae51dd35bc0d,479.91,Healthcare,5055 Miller Crossing,4/1/2025
69b91608fc13ae517735bb8f,69b9111bfc13ae51dd35bc13,-30.44,Education,9280 Bluestem Hill,9/28/2023
69b91608fc13ae517735bb90,69b9111bfc13ae51dd35bbff,88.62,Transfer,52 Forest Dale Place,6/28/2023
69b91608fc13ae517735bb91,69b9111bfc13ae51dd35bc18,205.03,Bills & Utilities,4465 Coleman Lane,7/7/2023
69b91608fc13ae517735bb92,69b9111bfc13ae51dd35bbf4,203.92,Transfer,89 Hazelcrest Avenue,6/9/2024
69b91608fc13ae517735bb93,69b9111bfc13ae51dd35bc19,261.04,Shopping,822 Vermont Drive,3/21/2023
69b91608fc13ae517735bb94,69b9111bfc13ae51dd35bbfb,480.78,Transfer,9 Hansons Lane,3/16/2024
69b91608fc13ae517735bb95,69b9111bfc13ae51dd35bc1d,439.76,Bills & Utilities,252 Heffernan Parkway,1/28/2024
69b91608fc13ae517735bb96,69b9111bfc13ae51dd35bc0d,151.66,Transport,503 Golf View Terrace,11/18/2024
69b91608fc13ae517735bb97,69b9111bfc13ae51dd35bc1a,435.48,Food & Dining,65 Roth Drive,4/21/2025
69b91608fc13ae517735bb98,69b9111bfc13ae51dd35bc19,461.63,Shopping,114 Welch Lane,4/28/2024
69b91608fc13ae517735bb99,69b9111bfc13ae51dd35bbf7,362.46,Other,503 Milwaukee Junction,3/29/2024
69b91608fc13ae517735bb9a,69b9111bfc13ae51dd35bbfd,-185.59,Food & Dining,30 Brown Crossing,1/9/2025
69b91608fc13ae517735bb9b,69b9111bfc13ae51dd35bc19,6.98,Education,3 Monterey Terrace,5/3/2023
69b91608fc13ae517735bb9c,69b9111bfc13ae51dd35bc08,-37.43,Healthcare,5 Cordelia Court,7/22/2025
69b91608fc13ae517735bb9d,69b9111bfc13ae51dd35bbf7,152.16,Income,5957 Sugar Center,8/17/2024
69b91608fc13ae517735bb9e,69b9111bfc13ae51dd35bbfe,32.12,Healthcare,3 Washington Lane,3/17/2025
69b91608fc13ae517735bb9f,69b9111bfc13ae51dd35bc11,439.56,Income,6265 Morning Plaza,2/1/2024
69b91608fc13ae517735bba0,69b9111bfc13ae51dd35bc1a,-104.82,Income,87560 Troy Place,11/29/2024
69b91608fc13ae517735bba1,69b9111bfc13ae51dd35bc19,192.92,Bills & Utilities,58987 Rigney Alley,9/9/2024
69b91608fc13ae517735bba2,69b9111bfc13ae51dd35bc1c,-85.21,Shopping,37464 Dapin Alley,2/16/2025
69b91608fc13ae517735bba3,69b9111bfc13ae51dd35bbf1,228.12,Food & Dining,46 Schurz Center,8/21/2023
69b91608fc13ae517735bba4,69b9111bfc13ae51dd35bc01,434.86,Transfer,7830 Holmberg Terrace,3/1/2025
69b91608fc13ae517735bba5,69b9111bfc13ae51dd35bbf9,45.06,Transfer,10569 Arkansas Drive,5/25/2023
69b91608fc13ae517735bba6,69b9111bfc13ae51dd35bbf7,173,Education,955 Tennyson Way,11/22/2023
69b91608fc13ae517735bba7,69b9111bfc13ae51dd35bc03,-197.51,Education,97843 Monica Park,3/31/2025
